Time, DR, DN, RN, Euclidian
2740.000, 1.609, 0.905, 1.32, 2.269
2750.000, 1.56, 0.872, 1.274, 2.194
2760.000, 1.569, 0.837, 1.309, 2.208
2770.000, 1.587, 0.853, 1.296, 2.219
2780.000, 1.557, 0.867, 1.22, 2.159
2790.000, 1.58, 0.854, 1.293, 2.213
2800.000, 1.601, 0.877, 1.286, 2.232
2810.000, 1.628, 0.906, 1.32, 2.283
2820.000, 1.609, 0.89, 1.279, 2.239
2830.000, 1.601, 0.883, 1.316, 2.252
2840.000, 1.572, 0.91, 1.298, 2.232
2850.000, 1.621, 0.897, 1.276, 2.249
2860.000, 1.61, 0.895, 1.286, 2.246
2870.000, 1.582, 0.896, 1.336, 2.256
2880.000, 1.619, 0.923, 1.31, 2.277
2890.000, 1.53, 0.893, 1.243, 2.164
2900.000, 1.542, 0.87, 1.265, 2.175
2910.000, 1.523, 0.903, 1.251, 2.167
2920.000, 1.573, 0.916, 1.275, 2.222
2930.000, 1.582, 0.887, 1.306, 2.234
2940.000, 1.582, 0.893, 1.294, 2.230
2950.000, 1.601, 0.901, 1.305, 2.253
2960.000, 1.594, 0.884, 1.295, 2.235
2970.000, 1.654, 0.873, 1.308, 2.282
2980.000, 1.603, 0.877, 1.319, 2.253
2990.000, 1.571, 0.904, 1.29, 2.224
3000.000, 1.575, 0.913, 1.263, 2.215
3010.000, 1.633, 0.912, 1.308, 2.282
3020.000, 1.602, 0.895, 1.285, 2.240
3030.000, 1.601, 0.902, 1.308, 2.255
3040.000, 1.578, 0.855, 1.271, 2.199
3050.000, 1.604, 0.899, 1.303, 2.253
3060.000, 1.599, 0.898, 1.335, 2.268
3070.000, 1.611, 0.878, 1.361, 2.284
3080.000, 1.599, 0.928, 1.293, 2.256
3090.000, 1.629, 0.889, 1.342, 2.290
3100.000, 1.576, 0.896, 1.295, 2.227
3110.000, 1.602, 0.923, 1.306, 2.263
3120.000, 1.608, 0.902, 1.344, 2.281
3130.000, 1.65, 0.873, 1.333, 2.293
3140.000, 1.597, 0.882, 1.3, 2.240
3150.000, 1.595, 0.901, 1.297, 2.244
3160.000, 1.594, 0.914, 1.333, 2.270
3170.000, 1.602, 0.883, 1.298, 2.242
3180.000, 1.626, 0.906, 1.335, 2.290
3190.000, 1.569, 0.867, 1.306, 2.217
3200.000, 1.585, 0.874, 1.293, 2.224
3210.000, 1.579, 0.948, 1.258, 2.230
3220.000, 1.56, 0.873, 1.305, 2.213
3230.000, 1.623, 0.894, 1.301, 2.264
3240.000, 1.641, 0.878, 1.341, 2.293
3250.000, 1.661, 0.843, 1.368, 2.311
3260.000, 1.599, 0.884, 1.329, 2.259
3270.000, 1.56, 0.899, 1.279, 2.208
3280.000, 1.588, 0.886, 1.336, 2.256
3290.000, 1.554, 0.854, 1.264, 2.177
3300.000, 1.581, 0.914, 1.259, 2.218
3310.000, 1.628, 0.88, 1.277, 2.248
3320.000, 1.61, 0.899, 1.304, 2.258
3330.000, 1.635, 0.952, 1.284, 2.286
3340.000, 1.607, 0.915, 1.309, 2.265
3350.000, 1.608, 0.899, 1.32, 2.266
3360.000, 1.624, 0.914, 1.302, 2.273
3370.000, 1.578, 0.926, 1.289, 2.238
3380.000, 1.573, 0.861, 1.378, 2.261
3390.000, 1.595, 0.862, 1.337, 2.252
3400.000, 1.618, 0.906, 1.345, 2.290
3410.000, 1.598, 0.857, 1.346, 2.258
3420.000, 1.584, 0.863, 1.332, 2.242
3430.000, 1.546, 0.927, 1.318, 2.233
3440.000, 1.581, 0.917, 1.319, 2.253
3450.000, 1.527, 0.922, 1.291, 2.201
3460.000, 1.604, 0.903, 1.32, 2.265
3470.000, 1.601, 0.882, 1.302, 2.244
3480.000, 1.602, 0.907, 1.276, 2.239
3490.000, 1.581, 0.914, 1.314, 2.249
3500.000, 1.63, 0.922, 1.338, 2.301
3510.000, 1.602, 0.897, 1.335, 2.270
3520.000, 1.654, 0.899, 1.311, 2.294
3530.000, 1.641, 0.894, 1.328, 2.292
3540.000, 1.6, 0.892, 1.336, 2.267
3550.000, 1.645, 0.94, 1.335, 2.317
3560.000, 1.603, 0.893, 1.282, 2.238
3570.000, 1.586, 0.91, 1.325, 2.258
3580.000, 1.596, 0.875, 1.305, 2.239
3590.000, 1.643, 0.914, 1.303, 2.287
3600.000, 1.646, 0.894, 1.357, 2.313
3610.000, 1.587, 0.906, 1.292, 2.238
3620.000, 1.582, 0.908, 1.277, 2.226
3630.000, 1.634, 0.938, 1.336, 2.309
3640.000, 1.594, 0.868, 1.338, 2.254
3650.000, 1.611, 0.819, 1.357, 2.259
