Time, DR, DN, RN, Euclidian
4.320, 1.626, 0.811, 1.404, 2.296
4.330, 1.58, 0.808, 1.332, 2.218
4.340, 1.581, 0.784, 1.393, 2.248
4.350, 1.581, 0.796, 1.397, 2.254
4.360, 1.597, 0.806, 1.35, 2.241
4.370, 1.634, 0.804, 1.383, 2.286
4.380, 1.598, 0.791, 1.353, 2.238
4.390, 1.582, 0.793, 1.399, 2.255
4.400, 1.604, 0.764, 1.416, 2.271
4.410, 1.563, 0.776, 1.334, 2.196
4.420, 1.604, 0.782, 1.407, 2.272
4.430, 1.603, 0.804, 1.363, 2.252
4.440, 1.606, 0.8, 1.387, 2.267
4.450, 1.596, 0.835, 1.43, 2.299
4.460, 1.593, 0.824, 1.414, 2.283
4.470, 1.621, 0.789, 1.399, 2.281
4.480, 1.597, 0.812, 1.379, 2.260
4.490, 1.538, 0.795, 1.374, 2.210
4.500, 1.525, 0.822, 1.33, 2.184
4.510, 1.563, 0.804, 1.357, 2.220
4.520, 1.529, 0.802, 1.347, 2.189
4.530, 1.615, 0.81, 1.377, 2.271
4.540, 1.555, 0.821, 1.37, 2.229
4.550, 1.542, 0.777, 1.356, 2.195
4.560, 1.554, 0.769, 1.377, 2.214
4.570, 1.597, 0.831, 1.357, 2.254
4.580, 1.542, 0.809, 1.323, 2.186
4.590, 1.586, 0.792, 1.39, 2.252
4.600, 1.577, 0.803, 1.376, 2.241
4.610, 1.568, 0.795, 1.379, 2.234
4.620, 1.59, 0.788, 1.38, 2.247
4.630, 1.539, 0.817, 1.364, 2.212
4.640, 1.585, 0.797, 1.361, 2.236
4.650, 1.585, 0.795, 1.394, 2.255
4.660, 1.56, 0.829, 1.346, 2.220
4.670, 1.508, 0.8, 1.339, 2.169
4.680, 1.581, 0.824, 1.39, 2.260
4.690, 1.556, 0.831, 1.359, 2.226
4.700, 1.599, 0.821, 1.375, 2.263
4.710, 1.511, 0.788, 1.395, 2.202
4.720, 1.555, 0.798, 1.355, 2.211
4.730, 1.524, 0.792, 1.368, 2.195
4.740, 1.54, 0.813, 1.397, 2.232
4.750, 1.604, 0.807, 1.381, 2.265
