Time, DR, DN, RN, Euclidian
5050.000, 1.557, 0.83, 1.348, 2.220
5060.000, 1.551, 0.8, 1.349, 2.205
5070.000, 1.59, 0.822, 1.357, 2.246
5080.000, 1.533, 0.746, 1.343, 2.170
5090.000, 1.545, 0.815, 1.348, 2.206
5100.000, 1.583, 0.804, 1.383, 2.250
5110.000, 1.52, 0.742, 1.352, 2.165
5120.000, 1.51, 0.805, 1.317, 2.159
5130.000, 1.557, 0.807, 1.384, 2.234
5140.000, 1.549, 0.786, 1.347, 2.198
5150.000, 1.538, 0.784, 1.338, 2.184
5160.000, 1.551, 0.806, 1.38, 2.227
5170.000, 1.502, 0.782, 1.327, 2.151
5180.000, 1.504, 0.792, 1.316, 2.149
5190.000, 1.525, 0.782, 1.334, 2.171
5200.000, 1.545, 0.816, 1.353, 2.209
5210.000, 1.545, 0.808, 1.392, 2.231
5220.000, 1.537, 0.792, 1.371, 2.206
5230.000, 1.529, 0.782, 1.315, 2.163
5240.000, 1.529, 0.757, 1.311, 2.151
5250.000, 1.52, 0.776, 1.341, 2.170
5260.000, 1.522, 0.793, 1.346, 2.181
5270.000, 1.522, 0.759, 1.341, 2.165
5280.000, 1.595, 0.749, 1.395, 2.247
5290.000, 1.523, 0.798, 1.366, 2.195
5300.000, 1.534, 0.81, 1.346, 2.195
5310.000, 1.545, 0.766, 1.331, 2.178
5320.000, 1.51, 0.829, 1.338, 2.181
5330.000, 1.554, 0.833, 1.346, 2.218
5340.000, 1.536, 0.802, 1.378, 2.213
5350.000, 1.594, 0.8, 1.363, 2.244
5360.000, 1.583, 0.799, 1.36, 2.234
5370.000, 1.581, 0.852, 1.338, 2.239
5380.000, 1.554, 0.771, 1.346, 2.195
5390.000, 1.558, 0.791, 1.326, 2.193
5400.000, 1.538, 0.75, 1.331, 2.167
5410.000, 1.615, 0.769, 1.383, 2.261
5420.000, 1.58, 0.802, 1.347, 2.225
5430.000, 1.613, 0.799, 1.409, 2.285
5440.000, 1.604, 0.811, 1.365, 2.256
5450.000, 1.594, 0.839, 1.396, 2.278
5460.000, 1.536, 0.821, 1.343, 2.199
5470.000, 1.573, 0.796, 1.356, 2.224
5480.000, 1.508, 0.805, 1.297, 2.145
