Time, DR, DN, RN, Euclidian
2810.000, 1.612, 0.919, 1.705, 2.519
2820.000, 1.564, 0.843, 1.672, 2.439
2830.000, 1.626, 0.841, 1.707, 2.502
2840.000, 1.625, 0.856, 1.708, 2.508
2850.000, 1.55, 0.803, 1.684, 2.425
2860.000, 1.586, 0.851, 1.667, 2.453
2870.000, 1.611, 0.857, 1.694, 2.489
2880.000, 1.577, 0.857, 1.704, 2.474
2890.000, 1.614, 0.891, 1.666, 2.484
2900.000, 1.61, 0.836, 1.709, 2.492
2910.000, 1.618, 0.816, 1.738, 2.510
2920.000, 1.603, 0.823, 1.708, 2.482
2930.000, 1.586, 0.852, 1.71, 2.483
2940.000, 1.529, 0.815, 1.693, 2.422
2950.000, 1.589, 0.825, 1.722, 2.484
2960.000, 1.56, 0.833, 1.715, 2.463
2970.000, 1.559, 0.868, 1.69, 2.457
2980.000, 1.54, 0.836, 1.666, 2.417
2990.000, 1.558, 0.868, 1.687, 2.454
3000.000, 1.557, 0.855, 1.702, 2.460
3010.000, 1.596, 0.843, 1.746, 2.511
3020.000, 1.624, 0.834, 1.753, 2.530
3030.000, 1.56, 0.853, 1.672, 2.440
3040.000, 1.548, 0.846, 1.651, 2.416
3050.000, 1.575, 0.827, 1.652, 2.427
3060.000, 1.579, 0.787, 1.698, 2.448
3070.000, 1.542, 0.793, 1.647, 2.391
3080.000, 1.566, 0.815, 1.693, 2.445
3090.000, 1.522, 0.839, 1.634, 2.385
3100.000, 1.518, 0.819, 1.628, 2.371
3110.000, 1.57, 0.835, 1.687, 2.451
3120.000, 1.506, 0.821, 1.607, 2.350
3130.000, 1.597, 0.86, 1.671, 2.466
3140.000, 1.543, 0.825, 1.614, 2.380
3150.000, 1.592, 0.87, 1.633, 2.440
3160.000, 1.584, 0.88, 1.669, 2.463
3170.000, 1.597, 0.828, 1.628, 2.426
3180.000, 1.575, 0.837, 1.63, 2.416
3190.000, 1.596, 0.821, 1.673, 2.453
3200.000, 1.569, 0.849, 1.666, 2.440
3210.000, 1.602, 0.82, 1.677, 2.459
3220.000, 1.557, 0.818, 1.624, 2.393
3230.000, 1.571, 0.829, 1.654, 2.427
3240.000, 1.584, 0.88, 1.613, 2.425
3250.000, 1.575, 0.856, 1.661, 2.443
3260.000, 1.646, 0.842, 1.704, 2.514
3270.000, 1.608, 0.819, 1.688, 2.470
3280.000, 1.571, 0.813, 1.712, 2.461
3290.000, 1.599, 0.854, 1.666, 2.462
3300.000, 1.584, 0.86, 1.671, 2.457
3310.000, 1.6, 0.851, 1.631, 2.438
3320.000, 1.584, 0.836, 1.671, 2.449
3330.000, 1.541, 0.797, 1.638, 2.385
3340.000, 1.638, 0.85, 1.682, 2.496
3350.000, 1.589, 0.809, 1.621, 2.409
3360.000, 1.581, 0.821, 1.611, 2.401
3370.000, 1.579, 0.867, 1.596, 2.406
3380.000, 1.521, 0.798, 1.61, 2.354
3390.000, 1.584, 0.796, 1.671, 2.436
3400.000, 1.552, 0.815, 1.651, 2.408
3410.000, 1.644, 0.827, 1.688, 2.497
3420.000, 1.559, 0.803, 1.639, 2.400
3430.000, 1.58, 0.838, 1.663, 2.442
3440.000, 1.567, 0.837, 1.613, 2.399
3450.000, 1.614, 0.876, 1.662, 2.476
3460.000, 1.543, 0.821, 1.644, 2.399
3470.000, 1.575, 0.853, 1.633, 2.423
3480.000, 1.588, 0.831, 1.692, 2.464
3490.000, 1.545, 0.843, 1.634, 2.401
3500.000, 1.533, 0.83, 1.629, 2.385
3510.000, 1.541, 0.883, 1.665, 2.434
3520.000, 1.552, 0.825, 1.645, 2.407
3530.000, 1.571, 0.843, 1.593, 2.390
3540.000, 1.559, 0.832, 1.627, 2.402
3550.000, 1.481, 0.841, 1.596, 2.334
3560.000, 1.538, 0.833, 1.624, 2.386
3570.000, 1.541, 0.813, 1.641, 2.393
3580.000, 1.566, 0.831, 1.618, 2.400
3590.000, 1.58, 0.821, 1.638, 2.419
3600.000, 1.522, 0.819, 1.614, 2.364
3610.000, 1.59, 0.867, 1.648, 2.448
3620.000, 1.578, 0.858, 1.658, 2.444
3630.000, 1.549, 0.804, 1.677, 2.420
3640.000, 1.517, 0.847, 1.617, 2.373
3650.000, 1.528, 0.832, 1.58, 2.350
3660.000, 1.547, 0.856, 1.578, 2.369
3670.000, 1.496, 0.849, 1.563, 2.324
3680.000, 1.547, 0.834, 1.659, 2.416
3690.000, 1.548, 0.889, 1.65, 2.430
3700.000, 1.606, 0.862, 1.618, 2.437
3710.000, 1.585, 0.855, 1.665, 2.452
3720.000, 1.544, 0.854, 1.606, 2.385
3730.000, 1.518, 0.828, 1.591, 2.349
3740.000, 1.571, 0.891, 1.605, 2.416
3750.000, 1.569, 0.82, 1.631, 2.407
3760.000, 1.572, 0.772, 1.602, 2.373
3770.000, 1.546, 0.766, 1.635, 2.376
3780.000, 1.548, 0.817, 1.627, 2.389
3790.000, 1.547, 0.829, 1.648, 2.407
3800.000, 1.524, 0.792, 1.629, 2.367
3810.000, 1.615, 0.838, 1.694, 2.485
3820.000, 1.556, 0.796, 1.633, 2.391
3830.000, 1.578, 0.828, 1.615, 2.404
3840.000, 1.56, 0.839, 1.65, 2.420
3850.000, 1.591, 0.807, 1.646, 2.427
3860.000, 1.489, 0.724, 1.585, 2.292
3870.000, 1.552, 0.772, 1.641, 2.386
3880.000, 1.518, 0.837, 1.591, 2.352
3890.000, 1.483, 0.807, 1.57, 2.305
3900.000, 1.522, 0.849, 1.622, 2.380
3910.000, 1.527, 0.857, 1.584, 2.361
3920.000, 1.573, 0.857, 1.624, 2.417
3930.000, 1.586, 0.855, 1.668, 2.455
3940.000, 1.531, 0.826, 1.697, 2.430
3950.000, 1.529, 0.838, 1.635, 2.390
3960.000, 1.526, 0.825, 1.622, 2.374
3970.000, 1.523, 0.821, 1.666, 2.401
3980.000, 1.578, 0.833, 1.631, 2.417
3990.000, 1.578, 0.831, 1.652, 2.430
4000.000, 1.545, 0.845, 1.665, 2.423
4010.000, 1.566, 0.818, 1.664, 2.427
4020.000, 1.549, 0.815, 1.669, 2.418
4030.000, 1.529, 0.832, 1.673, 2.414
4040.000, 1.494, 0.867, 1.659, 2.394
4050.000, 1.54, 0.827, 1.634, 2.392
4060.000, 1.493, 0.837, 1.607, 2.347
4070.000, 1.518, 0.823, 1.634, 2.377
4080.000, 1.482, 0.834, 1.604, 2.337
4090.000, 1.552, 0.856, 1.603, 2.389
4100.000, 1.577, 0.834, 1.625, 2.413
4110.000, 1.554, 0.833, 1.664, 2.424
4120.000, 1.555, 0.825, 1.686, 2.437
4130.000, 1.567, 0.801, 1.705, 2.450
4140.000, 1.577, 0.835, 1.692, 2.459
4150.000, 1.504, 0.824, 1.615, 2.355
4160.000, 1.529, 0.824, 1.608, 2.366
4170.000, 1.591, 0.85, 1.636, 2.435
4180.000, 1.57, 0.863, 1.663, 2.444
4190.000, 1.512, 0.855, 1.672, 2.410
4200.000, 1.55, 0.863, 1.622, 2.403
4210.000, 1.555, 0.861, 1.592, 2.386
4220.000, 1.507, 0.84, 1.59, 2.346
4230.000, 1.624, 0.804, 1.705, 2.488
4240.000, 1.54, 0.835, 1.592, 2.367
4250.000, 1.538, 0.906, 1.569, 2.376
4260.000, 1.535, 0.865, 1.631, 2.400
4270.000, 1.533, 0.847, 1.582, 2.360
4280.000, 1.523, 0.835, 1.589, 2.354
4290.000, 1.517, 0.818, 1.596, 2.348
4300.000, 1.588, 0.86, 1.597, 2.410
4310.000, 1.523, 0.841, 1.611, 2.371
4320.000, 1.541, 0.816, 1.59, 2.359
4330.000, 1.578, 0.812, 1.65, 2.423
4340.000, 1.56, 0.843, 1.621, 2.402
4350.000, 1.577, 0.833, 1.613, 2.404
4360.000, 1.554, 0.852, 1.649, 2.420
4370.000, 1.516, 0.869, 1.594, 2.365
4380.000, 1.576, 0.888, 1.642, 2.443
4390.000, 1.545, 0.864, 1.646, 2.417
4400.000, 1.545, 0.845, 1.608, 2.384
4410.000, 1.552, 0.83, 1.605, 2.381
4420.000, 1.557, 0.864, 1.595, 2.390
4430.000, 1.561, 0.826, 1.664, 2.426
4440.000, 1.567, 0.82, 1.682, 2.440
4450.000, 1.555, 0.854, 1.683, 2.445
4460.000, 1.596, 0.834, 1.662, 2.450
4470.000, 1.567, 0.811, 1.734, 2.473
4480.000, 1.563, 0.791, 1.664, 2.416
4490.000, 1.546, 0.797, 1.607, 2.368
4500.000, 1.531, 0.863, 1.619, 2.389
4510.000, 1.571, 0.874, 1.652, 2.441
4520.000, 1.621, 0.856, 1.65, 2.466
4530.000, 1.541, 0.817, 1.636, 2.391
4540.000, 1.542, 0.822, 1.639, 2.395
4550.000, 1.547, 0.833, 1.597, 2.374
4560.000, 1.545, 0.876, 1.587, 2.381
4570.000, 1.561, 0.875, 1.641, 2.428
4580.000, 1.549, 0.845, 1.58, 2.368
4590.000, 1.564, 0.848, 1.622, 2.407
4600.000, 1.613, 0.829, 1.647, 2.449
4610.000, 1.506, 0.814, 1.584, 2.332
4620.000, 1.537, 0.818, 1.656, 2.402
4630.000, 1.52, 0.836, 1.577, 2.344
4640.000, 1.541, 0.861, 1.593, 2.377
4650.000, 1.57, 0.829, 1.636, 2.414
4660.000, 1.542, 0.828, 1.652, 2.406
4670.000, 1.58, 0.815, 1.608, 2.397
4680.000, 1.526, 0.82, 1.607, 2.362
4690.000, 1.572, 0.821, 1.669, 2.435
4700.000, 1.576, 0.829, 1.627, 2.412
4710.000, 1.557, 0.833, 1.674, 2.433
4720.000, 1.535, 0.811, 1.651, 2.395
4730.000, 1.525, 0.855, 1.61, 2.376
4740.000, 1.537, 0.856, 1.637, 2.403
4750.000, 1.599, 0.822, 1.635, 2.430
4760.000, 1.521, 0.835, 1.591, 2.354
4770.000, 1.536, 0.792, 1.597, 2.353
4780.000, 1.497, 0.821, 1.605, 2.343
4790.000, 1.55, 0.842, 1.611, 2.388
4800.000, 1.552, 0.851, 1.605, 2.389
4810.000, 1.536, 0.839, 1.595, 2.367
4820.000, 1.564, 0.834, 1.606, 2.391
4830.000, 1.559, 0.856, 1.642, 2.420
4840.000, 1.565, 0.814, 1.575, 2.364
4850.000, 1.53, 0.839, 1.563, 2.342
4860.000, 1.564, 0.826, 1.629, 2.404
4870.000, 1.543, 0.806, 1.659, 2.404
4880.000, 1.562, 0.87, 1.658, 2.438
4890.000, 1.597, 0.864, 1.638, 2.445
4900.000, 1.527, 0.84, 1.627, 2.384
4910.000, 1.504, 0.83, 1.677, 2.400
4920.000, 1.533, 0.833, 1.64, 2.394
4930.000, 1.506, 0.836, 1.621, 2.365
4940.000, 1.535, 0.824, 1.657, 2.404
4950.000, 1.512, 0.83, 1.66, 2.393
4960.000, 1.507, 0.821, 1.612, 2.354
4970.000, 1.516, 0.824, 1.616, 2.364
4980.000, 1.52, 0.838, 1.654, 2.397
4990.000, 1.53, 0.821, 1.684, 2.418
5000.000, 1.52, 0.857, 1.653, 2.403
5010.000, 1.503, 0.819, 1.668, 2.389
5020.000, 1.538, 0.806, 1.625, 2.378
5030.000, 1.546, 0.835, 1.715, 2.455
5040.000, 1.586, 0.853, 1.647, 2.440
5050.000, 1.539, 0.85, 1.68, 2.431
5060.000, 1.577, 0.792, 1.74, 2.478
5070.000, 1.6, 0.85, 1.745, 2.515
5080.000, 1.542, 0.842, 1.672, 2.425
5090.000, 1.509, 0.815, 1.656, 2.384
5100.000, 1.544, 0.847, 1.658, 2.418
5110.000, 1.554, 0.816, 1.702, 2.444
5120.000, 1.561, 0.842, 1.677, 2.440
5130.000, 1.552, 0.832, 1.677, 2.431
5140.000, 1.549, 0.836, 1.644, 2.408
5150.000, 1.517, 0.828, 1.653, 2.391
5160.000, 1.506, 0.832, 1.653, 2.385
5170.000, 1.492, 0.853, 1.617, 2.359
5180.000, 1.517, 0.831, 1.622, 2.371
5190.000, 1.513, 0.825, 1.627, 2.370
5200.000, 1.518, 0.874, 1.567, 2.350
5210.000, 1.518, 0.861, 1.631, 2.388
5220.000, 1.507, 0.805, 1.589, 2.333
5230.000, 1.473, 0.846, 1.616, 2.344
5240.000, 1.524, 0.829, 1.621, 2.374
5250.000, 1.561, 0.853, 1.664, 2.435
5260.000, 1.511, 0.831, 1.644, 2.382
5270.000, 1.525, 0.853, 1.612, 2.377
5280.000, 1.537, 0.855, 1.648, 2.410
5290.000, 1.491, 0.815, 1.64, 2.361
5300.000, 1.531, 0.875, 1.633, 2.403
5310.000, 1.493, 0.831, 1.643, 2.370
5320.000, 1.519, 0.816, 1.668, 2.399
5330.000, 1.531, 0.858, 1.7, 2.443
5340.000, 1.504, 0.87, 1.646, 2.393
5350.000, 1.511, 0.857, 1.682, 2.417
5360.000, 1.488, 0.842, 1.667, 2.387
5370.000, 1.549, 0.824, 1.645, 2.405
5380.000, 1.505, 0.839, 1.668, 2.398
5390.000, 1.499, 0.834, 1.627, 2.364
5400.000, 1.498, 0.86, 1.654, 2.391
5410.000, 1.551, 0.814, 1.679, 2.426
5420.000, 1.508, 0.843, 1.634, 2.377
5430.000, 1.475, 0.813, 1.665, 2.368
5440.000, 1.484, 0.855, 1.647, 2.376
5450.000, 1.497, 0.839, 1.652, 2.382
5460.000, 1.461, 0.844, 1.66, 2.366
5470.000, 1.488, 0.825, 1.611, 2.343
5480.000, 1.486, 0.84, 1.597, 2.337
5490.000, 1.497, 0.844, 1.642, 2.376
5500.000, 1.5, 0.831, 1.676, 2.397
5510.000, 1.51, 0.861, 1.72, 2.445
5520.000, 1.453, 0.855, 1.647, 2.356
5530.000, 1.506, 0.794, 1.643, 2.365
5540.000, 1.47, 0.855, 1.633, 2.357
5550.000, 1.498, 0.838, 1.644, 2.376
5560.000, 1.522, 0.828, 1.651, 2.393
5570.000, 1.51, 0.803, 1.652, 2.377
5580.000, 1.549, 0.832, 1.667, 2.422
5590.000, 1.483, 0.825, 1.637, 2.357
5600.000, 1.545, 0.853, 1.638, 2.407
