Time, DR, DN, RN, Euclidian
5.090, 1.497, 0.853, 1.29, 2.152
5.100, 1.504, 0.842, 1.245, 2.126
5.110, 1.42, 0.834, 1.25, 2.067
5.120, 1.458, 0.852, 1.267, 2.111
5.130, 1.469, 0.867, 1.28, 2.132
5.140, 1.465, 0.86, 1.239, 2.102
5.150, 1.506, 0.837, 1.219, 2.110
5.160, 1.428, 0.796, 1.244, 2.054
5.170, 1.482, 0.848, 1.274, 2.130
5.180, 1.498, 0.826, 1.288, 2.141
5.190, 1.46, 0.854, 1.304, 2.135
5.200, 1.485, 0.872, 1.239, 2.121
5.210, 1.48, 0.799, 1.29, 2.119
5.220, 1.5, 0.824, 1.23, 2.107
5.230, 1.517, 0.791, 1.297, 2.146
5.240, 1.445, 0.85, 1.238, 2.084
5.250, 1.508, 0.828, 1.258, 2.131
5.260, 1.491, 0.829, 1.227, 2.101
5.270, 1.48, 0.879, 1.268, 2.137
5.280, 1.437, 0.829, 1.252, 2.078
5.290, 1.523, 0.848, 1.278, 2.161
5.300, 1.502, 0.824, 1.253, 2.122
5.310, 1.467, 0.848, 1.2, 2.076
5.320, 1.453, 0.812, 1.212, 2.059
5.330, 1.514, 0.808, 1.251, 2.123
5.340, 1.501, 0.835, 1.263, 2.131
5.350, 1.477, 0.81, 1.217, 2.078
5.360, 1.511, 0.837, 1.253, 2.133
5.370, 1.499, 0.843, 1.26, 2.131
5.380, 1.486, 0.813, 1.249, 2.104
5.390, 1.487, 0.811, 1.315, 2.144
5.400, 1.481, 0.792, 1.255, 2.096
5.410, 1.486, 0.815, 1.259, 2.111
5.420, 1.449, 0.807, 1.23, 2.064
5.430, 1.469, 0.86, 1.243, 2.107
5.440, 1.429, 0.826, 1.208, 2.045
5.450, 1.359, 0.794, 1.166, 1.958
5.460, 1.454, 0.841, 1.2, 2.064
5.470, 1.506, 0.883, 1.218, 2.128
5.480, 1.456, 0.838, 1.25, 2.093
5.490, 1.486, 0.81, 1.328, 2.151
5.500, 1.542, 0.84, 1.301, 2.185
5.510, 1.458, 0.773, 1.306, 2.104
5.520, 1.475, 0.804, 1.231, 2.082
5.530, 1.474, 0.817, 1.195, 2.065
5.540, 1.476, 0.833, 1.194, 2.073
5.550, 1.458, 0.806, 1.197, 2.051
5.560, 1.475, 0.848, 1.168, 2.063
5.570, 1.465, 0.805, 1.238, 2.080
5.580, 1.462, 0.812, 1.22, 2.070
5.590, 1.491, 0.839, 1.216, 2.098
